accession	strain	subtype	date	host_specific	host_tax_id	host_general	host_order	location	region	passage_history	length
CY178855.1	A/mallard/Wisconsin/1111/1982	H7N4	1982	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY177480.1	A/mallard/Wisconsin/1132/1982	H7N3	1982	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1706
GU186610.1	A/turkey/MN/24552/1982	H7N3	1982	Meleagris gallopavo	9103	avian	Galliformes	USA	North America		1706
CY179499.1	A/mallard/Wisconsin/1168/1983	H7N4	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY178190.1	A/mallard/Wisconsin/1169/1983	H7N4	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY178198.1	A/mallard/Wisconsin/1171/1983	H7N4	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY178206.1	A/mallard/Wisconsin/1177/1983	H7N4	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY179507.1	A/mallard/Wisconsin/1279/1983	H7N3	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY179515.1	A/mallard/Wisconsin/1319/1983	H7N4	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY179523.1	A/mallard/Wisconsin/1360/1983	H7N4	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1706
CY179531.1	A/mallard/Wisconsin/1391/1983	H7N4	1983	Anas platyrhynchos	8839	avian	Anseriformes	USA: Madison, WI	North America		1707
CY024778.1	A/starling/Victoria/1985	H7N7	1985	Sturnus vulgaris	9172	avian	Passeriformes	Australia: Victoria	Oceania	Egg 3 passage(s)	1705
CY005928.1	A/ruddy turnstone/NJ/65/1985	H7N3	1985-05-29	Aves	8782	avian		USA: New Jersey	North America		1731
CY185829.1	A/ruddy turnstone/New Jersey/65/1985	H7N3	1985-05-29	Arenaria interpres	54971	avian	Charadriiformes	USA: Stone Harbor, NJ	North America	E3 passage(s)	1706
CY025069.1	A/chicken/Victoria/1/1985	H7N7	1985-05-31	Gallus gallus	9031	avian	Galliformes	Australia: Victoria	Oceania	Egg 5 passage(s)	1705
CY005978.1	A/green-winged teal/ALB/228/1985	H7N3	1985-08-15	Aves	8782	avian		Canada: Alberta	North America		1731
CY185729.1	A/green-winged teal/Alberta/228/1985	H7N3	1985-08-15	Anas carolinensis	75836	avian	Anseriformes	Canada: Beaverhill Lake, Alberta	North America	E3 passage(s)	1706
CY014587.1	A/mallard duck/Alberta/435/1985	H7N3	1985-08-20	Aves	8782	avian		Canada: Alberta	North America		1731
CY178911.1	A/duck/Wisconsin/3034/1986	H7N7	1986	Anatidae	8830	avian	Anseriformes	USA: Madison, WI	North America		1706
CY021621.1	A/mallard/Ohio/421/1987	H7N8	1987-10-23	Anas platyrhynchos	8839	avian	Anseriformes	USA: OH	North America	Egg 1/limiting dilution in egg 1 passage(s)	1696
CY005980.1	A/ruddy turnstone/DE/2378/1988	H7N7	1988-05-31	Aves	8782	avian		USA: Delaware	North America		1731
CY014786.1	A/turkey/Minnesota/1/1988	H7N9	1988-07-13	Aves	8782	avian		USA: Minnesota	North America		1731
CY185837.1	A/shorebird/Delaware Bay/2696/1988	H7N3	1988-08-22	Aves	8782	avian		USA: Mispillion, NJ	North America	E4 passage(s)	1706
CY005981.1	A/red knot/NJ/325/1989	H7N7	1989-04-26	Aves	8782	avian		USA: New Jersey	North America		1731
CY101611.1	A/mallard/Alberta/195/1989	H7N3	1989-09-03	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Alberta	North America	P2 passage(s)	1706
CY185737.1	A/mallard/Alberta/195/1989	H7N3	1989-09-03	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Ministik Lake, Alberta	North America	E3 passage(s)	1706
GU052954.1	A/ostrich/South Africa/1991	H7N1	1991	Struthio camelus	8801	avian	Struthioniformes	South Africa	Africa		1698
GU053079.2	A/chicken/Victoria/9306-04-0930/1992	H7N3	1992	Gallus gallus	9031	avian	Galliformes	Australia	Oceania		1712
CY014612.1	A/duck/Nanchang/1904/1992	H7N1	1992	Aves	8782	avian		China: Nanchang	Asia		1732
GU186594.1	A/softbill/CA/33445-158/1992	H7N1	1992	Aves	8782	avian		USA	North America		1707
GU052961.1	A/softbill/California/33445-136/1992	H7N1	1992	Aves	8782	avian		USA	North America		1707
CY025077.1	A/chicken/Victoria/224/1992	H7N3	1992-07-30	Gallus gallus	9031	avian	Galliformes	Australia: Victoria	Oceania	Egg 3 passage(s)	1702
LC431460.1	A/duck/Alaska/3111/1993	H7N3	1993	Anseriformes	8826	avian	Anseriformes	USA:Alaska	North America		1712
FJ610056.1	A/rhea/North Carolina/39482/1993	H7N1	1993	Rhea	8796	avian	Rheiformes	USA	North America		1702
MH574757.1	A/magpie robin/California/28709-5/1993	H7N8	1993-04-19	Copsychus	125862	avian	Passeriformes	USA: Los Angeles County, California	North America		1715
MH574765.1	A/magpie robin/California/28710-14/1993	H7N8	1993-04-19	Copsychus	125862	avian	Passeriformes	USA: Los Angeles County, California	North America		1715
GU052922.1	A/Pekin robin/California/30412/1994	H7N1	1994	Leiothrix lutea	36275	avian	Passeriformes	USA	North America		1711
MH558688.1	A/avian/Canada/IM-1474/1994	H7N1	1994	Aves	8782	avian		Canada	North America		1732
AB558259.1	A/chicken/NJ/15086-3/1994	H7N3	1994	Gallus gallus	9031	avian	Galliformes	USA:New Jersey	North America		1683
MH574749.1	A/blue & white flycatcher/California/14875-1/1994	H7N1	1994-02	Muscicapa	69507	avian	Passeriformes	USA: Los Angeles County, California	North America		1711
KJ162064.1	A/softbill/California/13907-21/1994	H7N1	1994-02-22	Aves	8782	avian		USA	North America		1732
CY185895.1	A/red knot/Delaware Bay/242/1994	H7N7	1994-05-23	Calidris canutus	227173	avian	Charadriiformes	USA: North Reeds Beach, NJ	North America	E2 passage(s)	1706
CY102108.1	A/shorebird/Delaware Bay/274/1994	H7N5	1994-05-23	Aves	8782	avian		USA: Delaware Bay, New Jersey	North America	P2 passage(s)	1706
CY185821.1	A/shorebird/Delaware Bay/285/1994	H7N7	1994-05-23	Aves	8782	avian		USA: North Reeds Beach, NJ	North America	E3 passage(s)	1706
CY022685.1	A/chicken/Queensland/1994	H7N3	1994-12-21	Gallus gallus	9031	avian	Galliformes	Australia: Queensland	Oceania	Egg 5 passage(s)	1701
FJ577510.1	A/chicken/Murree/NARC-01/1995	H7N3	1995	Gallus gallus	9031	avian	Galliformes	Pakistan	Asia		1689
CY015033.1	A/chicken/Pakistan/34669/1995	H7N3	1995	Aves	8782	avian		Pakistan	Asia		1741
EU980454.1	A/emu/TX/25414/1995	H7N2	1995	Dromaius novaehollandiae	8790	avian	Casuariiformes	USA	North America		1706
CY107857.1	A/turkey/Ireland/PV8/1995	H7N7	1995	Meleagris gallopavo	9103	avian	Galliformes	Ireland	Europe		1689
HM346477.1	A/chicken/Murree/NARC-1/1995	H7N3	1995-01	Gallus gallus	9031	avian	Galliformes	Pakistan	Asia		1757
CY127253.1	A/ruddy turnstone/Delaware Bay/220/1995	H7N9	1995-05-21	Arenaria interpres	54971	avian	Charadriiformes	USA: Delaware	North America	E1 passage(s)	1706
GU053110.1	A/England/AV877/1996	H7N7	1996	Homo sapiens	9606	human	Primates	United Kingdom: England	Europe		1707
JQ988864.1	A/duck/Guangdong/1/1996	H7N3	1996	Anatidae	8830	avian	Anseriformes	China	Asia		1731
KY947516.1	A/ostrich/Zimbabwe/222-DF1/1996	H7N1	1996	Struthio camelus	8801	avian	Struthioniformes	Zimbabwe	Africa		1683
MF044014.1	A/ostrich/Zimbabwe/222-P9/1996	H7N1	1996	Struthio camelus	8801	avian	Struthioniformes	Zimbabwe	Africa		1683
CY185845.1	A/ruddy turnstone/Delaware Bay/126/1996	H7N3	1996-05-15	Arenaria interpres	54971	avian	Charadriiformes	USA: South Reeds Beach, NJ	North America	E2 passage(s)	1706
CY102196.1	A/ruddy turnstone/Delaware Bay/135/1996	H7N3	1996-05-15	Arenaria interpres	54971	avian	Charadriiformes	USA: Delaware Bay, New Jersey	North America	E2 passage(s)	1706
CY185745.1	A/mallard/Alberta/93/1996	H7N3	1996-08-02	Anas platyrhynchos	8839	avian	Anseriformes	Canada: Frank Lake, Alberta	North America	E2 passage(s)	1701
GU053094.2	A/chicken/NSW/1651/1997	H7N4	1997	Gallus gallus	9031	avian	Galliformes	Australia	Oceania		1713
EU742961.3	A/chicken/PA/19241/1997	H7N2	1997	Gallus gallus	9031	avian	Galliformes	USA	North America		1679
CY022701.1	A/chicken/New South Wales/327/1997	H7N4	1997-11-27	Gallus gallus	9031	avian	Galliformes	Australia: New South Wales	Oceania	Egg 4 passage(s)	1703
CY022693.1	A/chicken/New South Wales/2/1997	H7N4	1997-12-04	Gallus gallus	9031	avian	Galliformes	Australia: New South Wales	Oceania	Egg 3 passage(s)	1702
CY022709.1	A/emu/New South Wales/775/1997	H7N4	1997-12-08	Dromaius novaehollandiae	8790	avian	Casuariiformes	Australia: New South Wales	Oceania	Egg 5 passage(s)	1702
CY037754.1	A/chicken/Pakistan/c1998/1998(H7N3)	H7N3	1998	Gallus gallus	9031	avian	Galliformes	Pakistan	Asia		1717
AF072399.3	A/quail/New York/13989-51/1998	H7N2	1998	Galliformes	8976	avian	Galliformes	USA	North America		1700
CY016188.1	A/mallard/Ohio/322/1998	H7N3	1998-01-13	Anas platyrhynchos	8839	avian	Anseriformes	USA: OH	North America	Egg 1/limiting dilution in egg 1 passage(s)	1697
CY139697.1	A/mallard/Minnesota/182761/1998	H7N3	1998-09-01	Anas platyrhynchos	8839	avian	Anseriformes	USA: Roseau county, MN	North America	E2 passage(s)	1706
GU052938.1	A/chicken/Italy/1067/1999	H7N1	1999	Gallus gallus	9031	avian	Galliformes	Italy	Europe		1707
CY107846.1	A/chicken/Italy/445/1999	H7N1	1999	Gallus gallus	9031	avian	Galliformes	Italy	Europe		1701
EU742978.1	A/chicken/NJ/16224-6/1999	H7N2	1999	Gallus gallus	9031	avian	Galliformes	USA	North America		1676
AY240892.1	A/chicken/New York/12273-11/1999	H7N3	1999	Gallus gallus	9031	avian	Galliformes	USA	North America		1697
MF988323.1	A/chicken/New York/22409-4/1999	H7N2	1999	Gallus gallus	9031	avian	Galliformes	USA	North America		1673
LC498512.1	A/duck/Taiwan/4201/1999	H7N7	1999	Anas platyrhynchos	8839	avian	Anseriformes	Taiwan	Asia		1713
GU051495.1	A/pintail/Minnesota/423/1999	H7N3	1999	Anas acuta	28680	avian	Anseriformes	USA	North America		1706
GU052969.1	A/turkey/Italy/2732/1999	H7N1	1999	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1707
GU052976.1	A/turkey/Italy/3283/1999	H7N1	1999	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1707
GU053015.1	A/turkey/Italy/3675/1999	H7N1	1999	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1707
CY006037.1	A/turkey/Italy/4169/1999	H7N1	1999	Aves	8782	avian		Italy: Italy	Europe		1732
GU052992.1	A/turkey/Italy/4426/1999	H7N1	1999	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1707
GU052984.1	A/turkey/Italy/4482/1999	H7N1	1999	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1707
GU052999.1	A/turkey/Italy/977/1999	H7N1	1999	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1707
CY095506.1	A/turkey/Italy/1067/1999	H7N1	1999-02-04	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY024754.1	A/turkey/Italy/977/1999	H7N1	1999-02-04	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
KF492993.1	A/chicken/Italy/12rs206-3/1999	H7N1	1999-03-31	Gallus gallus	9031	avian	Galliformes	Italy: Mantova	Europe		1683
KF492995.1	A/chicken/Italy/1081/1999	H7N1	1999-04-02	Gallus gallus	9031	avian	Galliformes	Italy: Verona	Europe		1659
CY022677.1	A/chicken/Italy/1082/1999	H7N1	1999-04-02	Gallus gallus	9031	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
KF493003.1	A/turkey/Italy/1083/1999	H7N1	1999-04-02	Meleagris gallopavo	9103	avian	Galliformes	Italy: Verona	Europe		1659
KF493011.1	A/turkey/Italy/1085/1999	H7N1	1999-04-02	Meleagris gallopavo	9103	avian	Galliformes	Italy: Verona	Europe		1659
KF493027.1	A/chicken/Italy/12rs206-4/1999	H7N1	1999-04-08	Gallus gallus	9031	avian	Galliformes	Italy: Brescia	Europe		1683
CY099597.1	A/chicken/Italy/1279/1999	H7N1	1999-04-09	Gallus gallus	9031	avian	Galliformes	Italy	Europe		1683
CY025189.1	A/turkey/Italy/1265/1999	H7N1	1999-04-10	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY095514.1	A/chicken/Italy/1391/1999	H7N1	1999-04-16	Gallus gallus	9031	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1698
KF493043.1	A/turkey/Italy/1744/1999	H7N1	1999-04-26	Meleagris gallopavo	9103	avian	Galliformes	Italy: Verona	Europe		1659
CY185986.1	A/mallard/Minnesota/19033/1999	H7N7	1999-06-21	Anas platyrhynchos	8839	avian	Anseriformes	USA: Marshall/Roseau County, MN	North America	E2 passage(s)	1697
CY025173.1	A/turkey/Italy/2715/1999	H7N1	1999-07-12	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY025181.1	A/turkey/Italy/2732/1999	H7N1	1999-08-05	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY024882.1	A/turkey/Italy/3185/1999	H7N1	1999-09-03	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY099605.1	A/turkey/Italy/3466/1999	H7N1	1999-09-20	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1683
CY024890.1	A/turkey/Italy/3488/1999	H7N1	1999-09-23	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY025157.1	A/turkey/Italy/3489/1999	H7N1	1999-09-23	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1698
CY025165.1	A/turkey/Italy/3560/1999	H7N1	1999-09-27	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY021413.1	A/turkey/Italy/3675/1999	H7N1	1999-10-08	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY099613.1	A/turkey/Italy/4042/1999	H7N1	1999-10-23	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1683
CY025133.1	A/turkey/Italy/4294/1999	H7N1	1999-11-22	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY024874.1	A/turkey/Italy/4295/1999	H7N1	1999-11-22	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY025149.1	A/turkey/Italy/4301/1999	H7N1	1999-11-22	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY024866.1	A/turkey/Italy/4482/1999	H7N1	1999-12-03	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY021405.1	A/turkey/Italy/4580/1999	H7N1	1999-12-10	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1711
CY025141.1	A/turkey/Italy/4617/1999	H7N1	1999-12-14	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
CY025109.1	A/turkey/Italy/4644/1999	H7N1	1999-12-16	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
CY022653.1	A/chicken/Italy/4746/1999	H7N1	1999-12-21	Gallus gallus	9031	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
CY024858.1	A/turkey/Italy/4708/1999	H7N1	1999-12-21	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
CY025125.1	A/chicken/Italy/4789/1999	H7N1	1999-12-22	Gallus gallus	9031	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
KF493066.1	A/chicken/Italy/4845/1999	H7N1	1999-12-24	Gallus gallus	9031	avian	Galliformes	Italy: Pordenone	Europe		1695
KF493068.1	A/chicken/Italy/4911/1999	H7N1	1999-12-27	Gallus gallus	9031	avian	Galliformes	Italy: Rovigo	Europe		1695
KF493067.1	A/turkey/Italy/4906/1999	H7N1	1999-12-28	Meleagris gallopavo	9103	avian	Galliformes	Italy: Brescia	Europe		1695
CY025117.1	A/quail/Italy/4992/1999	H7N1	1999-12-30	Galliformes	8976	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
KF493090.1	A/turkey/Italy/5005/1999	H7N1	1999-12-30	Meleagris gallopavo	9103	avian	Galliformes	Italy: Vicenza	Europe		1695
CY015014.1	A/chicken/Italy/1285/2000	H7N1	2000	Aves	8782	avian		Italy	Europe		1745
CY014718.1	A/mallard/Netherlands/12/2000	H7N3	2000	Aves	8782	avian		Netherlands	Europe		1726
GU053030.1	A/mallard/Netherlands/12/2000	H7N3	2000	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands	Europe		1707
EU684261.1	A/ruddy turnstone/DE/1538/2000	H7N9	2000	Arenaria interpres	54971	avian	Charadriiformes	USA	North America		1698
GU053007.1	A/turkey/Italy/2379/2000	H7N1	2000	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe		1707
EU742881.1	A/unknown/NY/85161/2000	H7N2	2000					USA	North America		1681
CY022661.1	A/guinea fowl/Italy/155/2000	H7N1	2000-01-11	Numididae	8990	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
KF493202.1	A/turkey/Italy/604/2000	H7N1	2000-01-13	Meleagris gallopavo	9103	avian	Galliformes	Italy: Bologna	Europe		1662
CY021557.1	A/duck/Italy/551/2000	H7N1	2000-01-24	Anatidae	8830	avian	Anseriformes	Italy	Europe	Egg 1 passage(s)	1708
KF493294.1	A/guineafowl/Italy/918/2000	H7N1	2000-01-26	Numididae	8990	avian	Galliformes	Italy: Mantova	Europe		1695
KF493205.1	A/chicken/Italy/797/2000	H7N1	2000-01-31	Gallus gallus	9031	avian	Galliformes	Italy: Turin	Europe		1695
CY020685.1	A/ostrich/Italy/1038/2000	H7N1	2000-02-09	Struthio camelus	8801	avian	Struthioniformes	Italy	Europe	Egg 1 passage(s)	1708
CY024770.1	A/turkey/Italy/1084/2000	H7N1	2000-02-10	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
KF493330.1	A/chicken/Italy/1651/2000	H7N1	2000-02-22	Gallus gallus	9031	avian	Galliformes	Italy: Ravenna	Europe		1695
CY024898.1	A/pekin duck/Italy/1848/2000	H7N1	2000-03-13	Anas platyrhynchos	8839	avian	Anseriformes	Italy	Europe	Egg 1 passage(s)	1708
CY024762.1	A/chicken/Italy/2335/2000	H7N1	2000-03-31	Gallus gallus	9031	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1708
KF493456.1	A/hawk/Italy/2985/2000	H7N1	2000-04-26	Accipitridae	56259	avian	Accipitriformes	Italy: Milan	Europe		1695
CY186010.1	A/ruddy turnstone/Delaware/AI00-1538/2000	H7N9	2000-05-20	Arenaria interpres	54971	avian	Charadriiformes	USA: Port Mahon, DE	North America	E2 passage(s)	1700
MH597600.1	A/ruddy turnstone/Delaware/AI00-629/2000	H7N9	2000-05-24	Arenaria interpres	54971	avian	Charadriiformes	USA: Delaware	North America		1700
CY185953.1	A/laughing gull/New York/AI00-2455/2000	H7N3	2000-06-01	Leucophaeus atricilla	126679	avian	Charadriiformes	USA: Jamaica Island, NY	North America	E4 passage(s)	1697
CY144292.1	A/laughing gull/New York/AI00-2455/2000	H7N3	2000-06-01	Leucophaeus atricilla	126679	avian	Charadriiformes	USA: Jamaica Island, NY	North America	E4 passage(s)	1697
CY021541.1	A/turkey/Italy/4426/2000	H7N1	2000-08-14	Meleagris gallopavo	9103	avian	Galliformes	Italy	Europe	Egg 1 passage(s)	1696
KF493465.1	A/turkey/Italy/4455/2000	H7N1	2000-08-17	Meleagris gallopavo	9103	avian	Galliformes	Italy: Verona	Europe		1683
KF493467.1	A/turkey/Italy/5011/2000	H7N1	2000-09-13	Meleagris gallopavo	9103	avian	Galliformes	Italy: Verona	Europe		1683
KF493468.1	A/turkey/Italy/5222/2000	H7N1	2000-09-27	Meleagris gallopavo	9103	avian	Galliformes	Italy: Verona	Europe		1683
KF695239.1	A/mallard/Netherlands/12/2000	H7N3	2000-12-04	Anas platyrhynchos	8839	avian	Anseriformes	Netherlands: Krimpen a/d Lek	Europe		1705
GU053263.1	A/American black duck/Maryland/415/2001	H7N3	2001	Anas rubripes	75857	avian	Anseriformes	USA	North America		1706
GU053277.1	A/American black duck/Maryland/424/2001	H7N3	2001	Anas rubripes	75857	avian	Anseriformes	USA	North America		1706
EU684257.2	A/black duck/MD/415/2001	H7N3	2001	Anas rubripes	75857	avian	Anseriformes	USA	North America		1698
FJ577518.1	A/chicken/Chakwal/NARC-35/2001	H7N3	2001	Gallus gallus	9031	avian	Galliformes	Pakistan	Asia		1683
AB558260.1	A/chicken/NY/119055-7/2001	H7N2	2001	Gallus gallus	9031	avian	Galliformes	USA:New York	North America		1659
EU743008.1	A/duck/PA/143585/2001	H7N3	2001	Anatidae	8830	avian	Anseriformes	USA	North America		1700
